Entity,Code,Date,Total confirmed cases of COVID-19 per million people (cases per million),Days since the total confirmed cases of COVID-19 per million people reached 1
Afghanistan,AFG,"Dec 31, 2019",0,
Afghanistan,AFG,"Jan 1, 2020",0,
Afghanistan,AFG,"Jan 2, 2020",0,
Afghanistan,AFG,"Jan 3, 2020",0,
Afghanistan,AFG,"Jan 4, 2020",0,
Afghanistan,AFG,"Jan 5, 2020",0,
Afghanistan,AFG,"Jan 6, 2020",0,
Afghanistan,AFG,"Jan 7, 2020",0,
Afghanistan,AFG,"Jan 8, 2020",0,
Afghanistan,AFG,"Jan 9, 2020",0,
Afghanistan,AFG,"Jan 10, 2020",0,
Afghanistan,AFG,"Jan 11, 2020",0,
Afghanistan,AFG,"Jan 12, 2020",0,
Afghanistan,AFG,"Jan 13, 2020",0,
Afghanistan,AFG,"Jan 14, 2020",0,
Afghanistan,AFG,"Jan 15, 2020",0,
Afghanistan,AFG,"Jan 16, 2020",0,
Afghanistan,AFG,"Jan 17, 2020",0,
Afghanistan,AFG,"Jan 18, 2020",0,
Afghanistan,AFG,"Jan 19, 2020",0,
Afghanistan,AFG,"Jan 20, 2020",0,
Afghanistan,AFG,"Jan 21, 2020",0,
Afghanistan,AFG,"Jan 22, 2020",0,
Afghanistan,AFG,"Jan 23, 2020",0,
Afghanistan,AFG,"Jan 24, 2020",0,
Afghanistan,AFG,"Jan 25, 2020",0,
Afghanistan,AFG,"Jan 26, 2020",0,
Afghanistan,AFG,"Jan 27, 2020",0,
Afghanistan,AFG,"Jan 28, 2020",0,
Afghanistan,AFG,"Jan 29, 2020",0,
Afghanistan,AFG,"Jan 30, 2020",0,
Afghanistan,AFG,"Jan 31, 2020",0,
Afghanistan,AFG,"Feb 1, 2020",0,
Afghanistan,AFG,"Feb 2, 2020",0,
Afghanistan,AFG,"Feb 3, 2020",0,
Afghanistan,AFG,"Feb 4, 2020",0,
Afghanistan,AFG,"Feb 5, 2020",0,
Afghanistan,AFG,"Feb 6, 2020",0,
Afghanistan,AFG,"Feb 7, 2020",0,
Afghanistan,AFG,"Feb 8, 2020",0,
Afghanistan,AFG,"Feb 9, 2020",0,
Afghanistan,AFG,"Feb 10, 2020",0,
Afghanistan,AFG,"Feb 11, 2020",0,
Afghanistan,AFG,"Feb 12, 2020",0,
Afghanistan,AFG,"Feb 13, 2020",0,
Afghanistan,AFG,"Feb 14, 2020",0,
Afghanistan,AFG,"Feb 15, 2020",0,
Afghanistan,AFG,"Feb 16, 2020",0,
Afghanistan,AFG,"Feb 17, 2020",0,
Afghanistan,AFG,"Feb 18, 2020",0,
Afghanistan,AFG,"Feb 19, 2020",0,
Afghanistan,AFG,"Feb 20, 2020",0,
Afghanistan,AFG,"Feb 21, 2020",0,
Afghanistan,AFG,"Feb 22, 2020",0,
Afghanistan,AFG,"Feb 23, 2020",0,
Afghanistan,AFG,"Feb 24, 2020",0,
Afghanistan,AFG,"Feb 25, 2020",0.02568822544993633,
Afghanistan,AFG,"Feb 26, 2020",0.02568822544993633,
Afghanistan,AFG,"Feb 27, 2020",0.02568822544993633,
Afghanistan,AFG,"Feb 28, 2020",0.02568822544993633,
Afghanistan,AFG,"Feb 29, 2020",0.02568822544993633,
Afghanistan,AFG,"Mar 1, 2020",0.02568822544993633,
Afghanistan,AFG,"Mar 2, 2020",0.02568822544993633,
Afghanistan,AFG,"Mar 8, 2020",0.10275290179974532,
Afghanistan,AFG,"Mar 11, 2020",0.17981757814955432,
Afghanistan,AFG,"Mar 15, 2020",0.2568822544993633,
Afghanistan,AFG,"Mar 16, 2020",0.4110116071989813,
Afghanistan,AFG,"Mar 17, 2020",0.5394527344486629,
Afghanistan,AFG,"Mar 18, 2020",0.5651409598985992,
Afghanistan,AFG,"Mar 19, 2020",0.5651409598985992,
Afghanistan,AFG,"Mar 20, 2020",0.5651409598985992,
Afghanistan,AFG,"Mar 21, 2020",0.6165174107984719,
Afghanistan,AFG,"Mar 22, 2020",0.6165174107984719,
Afghanistan,AFG,"Mar 23, 2020",0.8733996652978353,
Afghanistan,AFG,"Mar 24, 2020",1.0275290179974532,0
Afghanistan,AFG,"Mar 25, 2020",1.0789054688973259,1
Afghanistan,AFG,"Mar 26, 2020",1.9266169087452247,2
Afghanistan,AFG,"Mar 27, 2020",1.9266169087452247,3
Albania,ALB,"Mar 9, 2020",0.6949753283758426,
Albania,ALB,"Mar 10, 2020",2.0849259851275277,0
Albania,ALB,"Mar 11, 2020",3.474876641879213,1
Albania,ALB,"Mar 12, 2020",3.8223643060671346,2
Albania,ALB,"Mar 13, 2020",7.99221627632219,3
Albania,ALB,"Mar 14, 2020",11.467092918201404,4
Albania,ALB,"Mar 15, 2020",13.20453123914101,5
Albania,ALB,"Mar 16, 2020",14.594481895892695,6
Albania,ALB,"Mar 17, 2020",17.72187087358399,7
Albania,ALB,"Mar 18, 2020",19.11182153033567,8
Albania,ALB,"Mar 19, 2020",20.501772187087358,9
Albania,ALB,"Mar 20, 2020",24.32413649315449,10
Albania,ALB,"Mar 21, 2020",24.32413649315449,11
Albania,ALB,"Mar 22, 2020",26.40906247828202,12
Albania,ALB,"Mar 23, 2020",30.926402112724997,13
Albania,ALB,"Mar 24, 2020",34.74876641879213,14
Albania,ALB,"Mar 25, 2020",42.74098269511432,15
Albania,ALB,"Mar 26, 2020",50.733198971436515,16
Albania,ALB,"Mar 27, 2020",60.46285356869831,17
Algeria,DZA,"Dec 31, 2019",0,
Algeria,DZA,"Jan 1, 2020",0,
Algeria,DZA,"Jan 2, 2020",0,
Algeria,DZA,"Jan 3, 2020",0,
Algeria,DZA,"Jan 4, 2020",0,
Algeria,DZA,"Jan 5, 2020",0,
Algeria,DZA,"Jan 6, 2020",0,
Algeria,DZA,"Jan 7, 2020",0,
Algeria,DZA,"Jan 8, 2020",0,
Algeria,DZA,"Jan 9, 2020",0,
Algeria,DZA,"Jan 10, 2020",0,
Algeria,DZA,"Jan 11, 2020",0,
Algeria,DZA,"Jan 12, 2020",0,
Algeria,DZA,"Jan 13, 2020",0,
Algeria,DZA,"Jan 14, 2020",0,
Algeria,DZA,"Jan 15, 2020",0,
Algeria,DZA,"Jan 16, 2020",0,
Algeria,DZA,"Jan 17, 2020",0,
Algeria,DZA,"Jan 18, 2020",0,
Algeria,DZA,"Jan 19, 2020",0,
Algeria,DZA,"Jan 20, 2020",0,
Algeria,DZA,"Jan 21, 2020",0,
Algeria,DZA,"Jan 22, 2020",0,
Algeria,DZA,"Jan 23, 2020",0,
Algeria,DZA,"Jan 24, 2020",0,
Algeria,DZA,"Jan 25, 2020",0,
Algeria,DZA,"Jan 26, 2020",0,
Algeria,DZA,"Jan 27, 2020",0,
Algeria,DZA,"Jan 28, 2020",0,
Algeria,DZA,"Jan 29, 2020",0,
Algeria,DZA,"Jan 30, 2020",0,
Algeria,DZA,"Jan 31, 2020",0,
Algeria,DZA,"Feb 1, 2020",0,
Algeria,DZA,"Feb 2, 2020",0,
Algeria,DZA,"Feb 3, 2020",0,
Algeria,DZA,"Feb 4, 2020",0,
Algeria,DZA,"Feb 5, 2020",0,
Algeria,DZA,"Feb 6, 2020",0,
Algeria,DZA,"Feb 7, 2020",0,
Algeria,DZA,"Feb 8, 2020",0,
Algeria,DZA,"Feb 9, 2020",0,
Algeria,DZA,"Feb 10, 2020",0,
Algeria,DZA,"Feb 11, 2020",0,
Algeria,DZA,"Feb 12, 2020",0,
Algeria,DZA,"Feb 13, 2020",0,
Algeria,DZA,"Feb 14, 2020",0,
Algeria,DZA,"Feb 15, 2020",0,
Algeria,DZA,"Feb 16, 2020",0,
Algeria,DZA,"Feb 17, 2020",0,
Algeria,DZA,"Feb 18, 2020",0,
Algeria,DZA,"Feb 19, 2020",0,
Algeria,DZA,"Feb 20, 2020",0,
Algeria,DZA,"Feb 21, 2020",0,
Algeria,DZA,"Feb 22, 2020",0,
Algeria,DZA,"Feb 23, 2020",0,
Algeria,DZA,"Feb 24, 2020",0,
Algeria,DZA,"Feb 25, 2020",0,
Algeria,DZA,"Feb 26, 2020",0.022804474684900884,
Algeria,DZA,"Feb 27, 2020",0.022804474684900884,
Algeria,DZA,"Feb 28, 2020",0.022804474684900884,
Algeria,DZA,"Feb 29, 2020",0.022804474684900884,
Algeria,DZA,"Mar 1, 2020",0.022804474684900884,
Algeria,DZA,"Mar 2, 2020",0.06841342405470265,
Algeria,DZA,"Mar 4, 2020",0.11402237342450441,
Algeria,DZA,"Mar 5, 2020",0.2736536962188106,
Algeria,DZA,"Mar 6, 2020",0.387676069643315,
Algeria,DZA,"Mar 9, 2020",0.45608949369801766,
Algeria,DZA,"Mar 12, 2020",0.45608949369801766,
Algeria,DZA,"Mar 13, 2020",0.5473073924376212,
Algeria,DZA,"Mar 14, 2020",0.5929163418074229,
Algeria,DZA,"Mar 15, 2020",0.8437655633413327,
Algeria,DZA,"Mar 16, 2020",1.0946147848752423,0
Algeria,DZA,"Mar 17, 2020",1.368268481094053,1
Algeria,DZA,"Mar 18, 2020",1.368268481094053,2
Algeria,DZA,"Mar 19, 2020",1.6647266519977644,3
Algeria,DZA,"Mar 20, 2020",1.8699669241618724,4
Algeria,DZA,"Mar 21, 2020",2.143620620380683,5
Algeria,DZA,"Mar 22, 2020",2.143620620380683,6
Algeria,DZA,"Mar 23, 2020",2.32605641785989,7
Algeria,DZA,"Mar 24, 2020",4.310045715446267,8
Algeria,DZA,"Mar 25, 2020",5.267833652212104,9
Algeria,DZA,"Mar 26, 2020",6.020381316813833,10
Algeria,DZA,"Mar 27, 2020",6.9553647788947695,11
Andorra,AND,"Mar 3, 2020",12.942470717660001,0
Andorra,AND,"Mar 4, 2020",,1
Andorra,AND,"Mar 5, 2020",,2
Andorra,AND,"Mar 6, 2020",,3
Andorra,AND,"Mar 7, 2020",,4
Andorra,AND,"Mar 8, 2020",,5
Andorra,AND,"Mar 9, 2020",,6
Andorra,AND,"Mar 10, 2020",,7
Andorra,AND,"Mar 11, 2020",,8
Andorra,AND,"Mar 12, 2020",,9
Andorra,AND,"Mar 13, 2020",,10
Andorra,AND,"Mar 14, 2020",25.884941435320002,11
Andorra,AND,"Mar 15, 2020",,12
Andorra,AND,"Mar 16, 2020",64.7123535883,13
Andorra,AND,"Mar 17, 2020",181.19459004724,14
Andorra,AND,"Mar 18, 2020",181.19459004724,15
Andorra,AND,"Mar 19, 2020",685.9509480359801,16
Andorra,AND,"Mar 20, 2020",970.6853038245001,17
Andorra,AND,"Mar 21, 2020",970.6853038245001,18
Andorra,AND,"Mar 22, 2020",1138.93742315408,19
Andorra,AND,"Mar 23, 2020",1462.49919109558,20
Andorra,AND,"Mar 24, 2020",1721.34860544878,21
Andorra,AND,"Mar 25, 2020",2122.5651976962404,22
Andorra,AND,"Mar 26, 2020",2433.1844949200804,23
Andorra,AND,"Mar 27, 2020",2899.11344075584,24
Angola,AGO,"Mar 22, 2020",0.0608526651094064,
Angola,AGO,"Mar 23, 2020",0.0608526651094064,
Angola,AGO,"Mar 24, 2020",0.0608526651094064,
Angola,AGO,"Mar 25, 2020",0.0608526651094064,
Angola,AGO,"Mar 26, 2020",0.0608526651094064,
Angola,AGO,"Mar 27, 2020",0.0912789976641096,
Anguilla,AIA,"Mar 27, 2020",133.3155579256099,0
Antigua and Barbuda,ATG,"Mar 15, 2020",10.211584020913325,0
Antigua and Barbuda,ATG,"Mar 16, 2020",,1
Antigua and Barbuda,ATG,"Mar 17, 2020",,2
Antigua and Barbuda,ATG,"Mar 18, 2020",,3
Antigua and Barbuda,ATG,"Mar 19, 2020",,4
Antigua and Barbuda,ATG,"Mar 20, 2020",,5
Antigua and Barbuda,ATG,"Mar 21, 2020",10.211584020913325,6
Antigua and Barbuda,ATG,"Mar 22, 2020",10.211584020913325,7
Antigua and Barbuda,ATG,"Mar 23, 2020",10.211584020913325,8
Antigua and Barbuda,ATG,"Mar 24, 2020",10.211584020913325,9
Antigua and Barbuda,ATG,"Mar 25, 2020",30.63475206273997,10
Antigua and Barbuda,ATG,"Mar 26, 2020",30.63475206273997,11
Antigua and Barbuda,ATG,"Mar 27, 2020",71.48108814639326,12
Argentina,ARG,"Mar 4, 2020",0.022125961016225035,
Argentina,ARG,"Mar 6, 2020",0.04425192203245007,
Argentina,ARG,"Mar 7, 2020",0.17700768812980028,
Argentina,ARG,"Mar 8, 2020",0.1991336491460253,
Argentina,ARG,"Mar 9, 2020",0.2655115321947004,
Argentina,ARG,"Mar 11, 2020",0.42039325930827565,
Argentina,ARG,"Mar 13, 2020",0.685904791502976,
Argentina,ARG,"Mar 14, 2020",0.7522826745516511,
Argentina,ARG,"Mar 15, 2020",0.9956682457301265,
Argentina,ARG,"Mar 16, 2020",1.2390538169086018,0
Argentina,ARG,"Mar 17, 2020",1.4381874660546272,1
Argentina,ARG,"Mar 18, 2020",1.7479509202817776,2
Argentina,ARG,"Mar 19, 2020",2.146218218573828,3
Argentina,ARG,"Mar 20, 2020",2.8321230100768044,4
Argentina,ARG,"Mar 21, 2020",3.495901840563555,5
Argentina,ARG,"Mar 22, 2020",4.978341228650633,6
Argentina,ARG,"Mar 23, 2020",5.885505630315859,7
Argentina,ARG,"Mar 24, 2020",6.659914265883735,8
Argentina,ARG,"Mar 25, 2020",8.562746913279089,9
Argentina,ARG,"Mar 26, 2020",11.107232430144967,10
Argentina,ARG,"Mar 27, 2020",13.032191038556546,11
Armenia,ARM,"Dec 31, 2019",0,
Armenia,ARM,"Jan 1, 2020",0,
Armenia,ARM,"Jan 2, 2020",0,
Armenia,ARM,"Jan 3, 2020",0,
Armenia,ARM,"Jan 4, 2020",0,
Armenia,ARM,"Jan 5, 2020",0,
Armenia,ARM,"Jan 6, 2020",0,
Armenia,ARM,"Jan 7, 2020",0,
Armenia,ARM,"Jan 8, 2020",0,
Armenia,ARM,"Jan 9, 2020",0,
Armenia,ARM,"Jan 10, 2020",0,
Armenia,ARM,"Jan 11, 2020",0,
Armenia,ARM,"Jan 12, 2020",0,
Armenia,ARM,"Jan 13, 2020",0,
Armenia,ARM,"Jan 14, 2020",0,
Armenia,ARM,"Jan 15, 2020",0,
Armenia,ARM,"Jan 16, 2020",0,
Armenia,ARM,"Jan 17, 2020",0,
Armenia,ARM,"Jan 18, 2020",0,
Armenia,ARM,"Jan 19, 2020",0,
Armenia,ARM,"Jan 20, 2020",0,
Armenia,ARM,"Jan 21, 2020",0,
Armenia,ARM,"Jan 22, 2020",0,
Armenia,ARM,"Jan 23, 2020",0,
Armenia,ARM,"Jan 24, 2020",0,
Armenia,ARM,"Jan 25, 2020",0,
Armenia,ARM,"Jan 26, 2020",0,
Armenia,ARM,"Jan 27, 2020",0,
Armenia,ARM,"Jan 28, 2020",0,
Armenia,ARM,"Jan 29, 2020",0,
Armenia,ARM,"Jan 30, 2020",0,
Armenia,ARM,"Jan 31, 2020",0,
Armenia,ARM,"Feb 1, 2020",0,
Armenia,ARM,"Feb 2, 2020",0,
Armenia,ARM,"Feb 3, 2020",0,
Armenia,ARM,"Feb 4, 2020",0,
Armenia,ARM,"Feb 5, 2020",0,
Armenia,ARM,"Feb 6, 2020",0,
Armenia,ARM,"Feb 7, 2020",0,
Armenia,ARM,"Feb 8, 2020",0,
Armenia,ARM,"Feb 9, 2020",0,
Armenia,ARM,"Feb 10, 2020",0,
Armenia,ARM,"Feb 11, 2020",0,
Armenia,ARM,"Feb 12, 2020",0,
Armenia,ARM,"Feb 13, 2020",0,
Armenia,ARM,"Feb 14, 2020",0,
Armenia,ARM,"Feb 15, 2020",0,
Armenia,ARM,"Feb 16, 2020",0,
Armenia,ARM,"Feb 17, 2020",0,
Armenia,ARM,"Feb 18, 2020",0,
Armenia,ARM,"Feb 19, 2020",0,
Armenia,ARM,"Feb 20, 2020",0,
Armenia,ARM,"Feb 21, 2020",0,
Armenia,ARM,"Feb 22, 2020",0,
Armenia,ARM,"Feb 23, 2020",0,
Armenia,ARM,"Feb 24, 2020",0,
Armenia,ARM,"Feb 25, 2020",0,
Armenia,ARM,"Feb 26, 2020",0,
Armenia,ARM,"Feb 27, 2020",0,
Armenia,ARM,"Feb 28, 2020",0,
Armenia,ARM,"Feb 29, 2020",0,
Armenia,ARM,"Mar 1, 2020",0.3374691300113322,
Armenia,ARM,"Mar 2, 2020",0.3374691300113322,
Armenia,ARM,"Mar 12, 2020",1.3498765200453289,0
Armenia,ARM,"Mar 13, 2020",2.0248147800679934,1
Armenia,ARM,"Mar 14, 2020",4.387098690147319,2
Armenia,ARM,"Mar 15, 2020",6.749382600226644,3
Armenia,ARM,"Mar 16, 2020",10.124073900339967,4
Armenia,ARM,"Mar 17, 2020",17.548394760589275,5
Armenia,ARM,"Mar 18, 2020",26.322592140883913,6
Armenia,ARM,"Mar 19, 2020",38.808949951303205,7
Armenia,ARM,"Mar 20, 2020",41.17123386138253,8
Armenia,ARM,"Mar 21, 2020",45.89580168154118,9
Armenia,ARM,"Mar 22, 2020",53.99506080181315,10
Armenia,ARM,"Mar 23, 2020",64.11913470215312,11
Armenia,ARM,"Mar 24, 2020",65.46901122219845,12
Armenia,ARM,"Mar 25, 2020",89.42931945300303,13
Armenia,ARM,"Mar 26, 2020",97.86604770328634,14
Armenia,ARM,"Mar 27, 2020",111.0273437737283,15
Aruba,ABW,"Mar 13, 2020",18.732555307869546,0
Aruba,ABW,"Mar 14, 2020",,1
Aruba,ABW,"Mar 15, 2020",,2
Aruba,ABW,"Mar 16, 2020",,3
Aruba,ABW,"Mar 17, 2020",,4
Aruba,ABW,"Mar 18, 2020",,5
Aruba,ABW,"Mar 19, 2020",,6
Aruba,ABW,"Mar 20, 2020",37.46511061573909,7
Aruba,ABW,"Mar 21, 2020",,8
Aruba,ABW,"Mar 22, 2020",,9
Aruba,ABW,"Mar 23, 2020",,10
Aruba,ABW,"Mar 24, 2020",112.39533184721728,11
Aruba,ABW,"Mar 25, 2020",159.22672011689116,12
Aruba,ABW,"Mar 26, 2020",177.9592754247607,13
Aruba,ABW,"Mar 27, 2020",262.25577431017365,14
Australia,AUS,"Dec 31, 2019",0,
Australia,AUS,"Jan 1, 2020",0,
Australia,AUS,"Jan 2, 2020",0,
Australia,AUS,"Jan 3, 2020",0,
Australia,AUS,"Jan 4, 2020",0,
Australia,AUS,"Jan 5, 2020",0,
Australia,AUS,"Jan 6, 2020",0,
Australia,AUS,"Jan 7, 2020",0,
Australia,AUS,"Jan 8, 2020",0,
Australia,AUS,"Jan 9, 2020",0,
Australia,AUS,"Jan 10, 2020",0,
Australia,AUS,"Jan 11, 2020",0,
Australia,AUS,"Jan 12, 2020",0,
Australia,AUS,"Jan 13, 2020",0,
Australia,AUS,"Jan 14, 2020",0,
Australia,AUS,"Jan 15, 2020",0,
Australia,AUS,"Jan 16, 2020",0,
Australia,AUS,"Jan 17, 2020",0,
Australia,AUS,"Jan 18, 2020",0,
Australia,AUS,"Jan 19, 2020",0,
Australia,AUS,"Jan 20, 2020",0,
Australia,AUS,"Jan 21, 2020",0,
Australia,AUS,"Jan 22, 2020",0,
Australia,AUS,"Jan 23, 2020",0,
Australia,AUS,"Jan 24, 2020",0,
Australia,AUS,"Jan 25, 2020",0.03921586928189979,
Australia,AUS,"Jan 26, 2020",0.15686347712759915,
Australia,AUS,"Jan 27, 2020",0.15686347712759915,
Australia,AUS,"Jan 28, 2020",0.15686347712759915,
Australia,AUS,"Jan 29, 2020",0.15686347712759915,
Australia,AUS,"Jan 30, 2020",0.23529521569139872,
Australia,AUS,"Jan 31, 2020",0.2745110849732985,
Australia,AUS,"Feb 1, 2020",0.3529428235370981,
Australia,AUS,"Feb 2, 2020",0.4313745621008977,
Australia,AUS,"Feb 3, 2020",0.4313745621008977,
Australia,AUS,"Feb 4, 2020",0.4313745621008977,
Australia,AUS,"Feb 5, 2020",0.47059043138279744,
Australia,AUS,"Feb 6, 2020",0.5098063006646972,
Australia,AUS,"Feb 7, 2020",0.549022169946597,
Australia,AUS,"Feb 8, 2020",0.549022169946597,
Australia,AUS,"Feb 9, 2020",0.549022169946597,
Australia,AUS,"Feb 10, 2020",0.549022169946597,
Australia,AUS,"Feb 11, 2020",0.549022169946597,
Australia,AUS,"Feb 12, 2020",0.549022169946597,
Australia,AUS,"Feb 13, 2020",0.549022169946597,
Australia,AUS,"Feb 14, 2020",0.5882380392284968,
Australia,AUS,"Feb 15, 2020",0.5882380392284968,
Australia,AUS,"Feb 16, 2020",0.5882380392284968,
Australia,AUS,"Feb 17, 2020",0.5882380392284968,
Australia,AUS,"Feb 18, 2020",0.5882380392284968,
Australia,AUS,"Feb 19, 2020",0.5882380392284968,
Australia,AUS,"Feb 20, 2020",0.5882380392284968,
Australia,AUS,"Feb 21, 2020",0.6666697777922964,
Australia,AUS,"Feb 22, 2020",0.8235332549198956,
Australia,AUS,"Feb 23, 2020",0.8627491242017954,
Australia,AUS,"Feb 24, 2020",0.8627491242017954,
Australia,AUS,"Feb 25, 2020",0.8627491242017954,
Australia,AUS,"Feb 26, 2020",0.8627491242017954,
Australia,AUS,"Feb 27, 2020",0.9019649934836952,
Australia,AUS,"Feb 28, 2020",0.9019649934836952,
Australia,AUS,"Feb 29, 2020",0.9803967320474947,
Australia,AUS,"Mar 1, 2020",1.0196126013293945,0
Australia,AUS,"Mar 2, 2020",1.1372602091750939,1
Australia,AUS,"Mar 3, 2020",1.294123686302693,2
Australia,AUS,"Mar 4, 2020",1.6078506405578914,3
Australia,AUS,"Mar 5, 2020",2.039225202658789,4
Australia,AUS,"Mar 6, 2020",2.3137362876320875,5
Australia,AUS,"Mar 7, 2020",2.4705997647596867,6
Australia,AUS,"Mar 8, 2020",2.9019743268605844,7
Australia,AUS,"Mar 9, 2020",3.137269542551983,8
Australia,AUS,"Mar 10, 2020",3.9215869281899787,9
Australia,AUS,"Mar 11, 2020",4.392177359572776,10
Australia,AUS,"Mar 12, 2020",4.941199529519373,11
Australia,AUS,"Mar 13, 2020",6.117675607976367,12
Australia,AUS,"Mar 14, 2020",7.725526248534258,13
Australia,AUS,"Mar 15, 2020",9.764751451193048,14
Australia,AUS,"Mar 16, 2020",11.686329046006136,15
Australia,AUS,"Mar 17, 2020",14.705950980712421,16
Australia,AUS,"Mar 18, 2020",17.804004653982503,17
Australia,AUS,"Mar 19, 2020",22.15696614427338,18
Australia,AUS,"Mar 20, 2020",27.80405132086695,19
Australia,AUS,"Mar 21, 2020",34.27466975238041,20
Australia,AUS,"Mar 22, 2020",43.059024471525966,21
Australia,AUS,"Mar 23, 2020",67.01992060276673,22
Australia,AUS,"Mar 24, 2020",71.49052970090331,23
Australia,AUS,"Mar 25, 2020",95.02005127004318,24
Australia,AUS,"Mar 26, 2020",95.02005127004318,25
Australia,AUS,"Mar 27, 2020",124.15744214649473,26
Austria,AUT,"Dec 31, 2019",0,
Austria,AUT,"Jan 1, 2020",0,
Austria,AUT,"Jan 2, 2020",0,
Austria,AUT,"Jan 3, 2020",0,
Austria,AUT,"Jan 4, 2020",0,
Austria,AUT,"Jan 5, 2020",0,
Austria,AUT,"Jan 6, 2020",0,
Austria,AUT,"Jan 7, 2020",0,
Austria,AUT,"Jan 8, 2020",0,
Austria,AUT,"Jan 9, 2020",0,
Austria,AUT,"Jan 10, 2020",0,
Austria,AUT,"Jan 11, 2020",0,
Austria,AUT,"Jan 12, 2020",0,
Austria,AUT,"Jan 13, 2020",0,
Austria,AUT,"Jan 14, 2020",0,
Austria,AUT,"Jan 15, 2020",0,
Austria,AUT,"Jan 16, 2020",0,
Austria,AUT,"Jan 17, 2020",0,
Austria,AUT,"Jan 18, 2020",0,
Austria,AUT,"Jan 19, 2020",0,
Austria,AUT,"Jan 20, 2020",0,
Austria,AUT,"Jan 21, 2020",0,
Austria,AUT,"Jan 22, 2020",0,
Austria,AUT,"Jan 23, 2020",0,
Austria,AUT,"Jan 24, 2020",0,
Austria,AUT,"Jan 25, 2020",0,
Austria,AUT,"Jan 26, 2020",0,
Austria,AUT,"Jan 27, 2020",0,
Austria,AUT,"Jan 28, 2020",0,
Austria,AUT,"Jan 29, 2020",0,
Austria,AUT,"Jan 30, 2020",0,
Austria,AUT,"Jan 31, 2020",0,
Austria,AUT,"Feb 1, 2020",0,
Austria,AUT,"Feb 2, 2020",0,
Austria,AUT,"Feb 3, 2020",0,
Austria,AUT,"Feb 4, 2020",0,
Austria,AUT,"Feb 5, 2020",0,
Austria,AUT,"Feb 6, 2020",0,
Austria,AUT,"Feb 7, 2020",0,
Austria,AUT,"Feb 8, 2020",0,
Austria,AUT,"Feb 9, 2020",0,
Austria,AUT,"Feb 10, 2020",0,
Austria,AUT,"Feb 11, 2020",0,
Austria,AUT,"Feb 12, 2020",0,
Austria,AUT,"Feb 13, 2020",0,
Austria,AUT,"Feb 14, 2020",0,
Austria,AUT,"Feb 15, 2020",0,
Austria,AUT,"Feb 16, 2020",0,
Austria,AUT,"Feb 17, 2020",0,
Austria,AUT,"Feb 18, 2020",0,
Austria,AUT,"Feb 19, 2020",0,
Austria,AUT,"Feb 20, 2020",0,
Austria,AUT,"Feb 21, 2020",0,
Austria,AUT,"Feb 22, 2020",0,
Austria,AUT,"Feb 23, 2020",0,
Austria,AUT,"Feb 24, 2020",0,
Austria,AUT,"Feb 25, 2020",0,
Austria,AUT,"Feb 26, 2020",0.2220643098241251,
Austria,AUT,"Feb 27, 2020",0.2220643098241251,
Austria,AUT,"Feb 28, 2020",0.5551607745603128,
Austria,AUT,"Feb 29, 2020",0.7772250843844378,
Austria,AUT,"Mar 1, 2020",1.1103215491206255,0
Austria,AUT,"Mar 2, 2020",1.5544501687688757,1
Austria,AUT,"Mar 3, 2020",1.9985787884171258,2
Austria,AUT,"Mar 4, 2020",2.664771717889501,3
Austria,AUT,"Mar 5, 2020",3.219932492449814,4
Austria,AUT,"Mar 6, 2020",4.552318351394565,5
Austria,AUT,"Mar 7, 2020",8.216379463492627,6
Austria,AUT,"Mar 8, 2020",10.992183336294191,7
Austria,AUT,"Mar 9, 2020",11.32527980103038,8
Austria,AUT,"Mar 10, 2020",14.545212293480192,9
Austria,AUT,"Mar 11, 2020",20.207852193995382,10
Austria,AUT,"Mar 12, 2020",27.313910108367384,11
Austria,AUT,"Mar 13, 2020",40.08260792325458,12
Austria,AUT,"Mar 14, 2020",55.96020607567952,13
Austria,AUT,"Mar 15, 2020",72.72606146740097,14
Austria,AUT,"Mar 16, 2020",95.48765322437379,15
Austria,AUT,"Mar 17, 2020",112.80866939065554,16
Austria,AUT,"Mar 18, 2020",147.8948303428673,17
Austria,AUT,"Mar 19, 2020",182.75892698525493,18
Austria,AUT,"Mar 20, 2020",243.82661218688935,19
Austria,AUT,"Mar 21, 2020",294.12417836205367,20
Austria,AUT,"Mar 22, 2020",335.7612364540771,21
Austria,AUT,"Mar 23, 2020",403.1577544856991,22
Austria,AUT,"Mar 24, 2020",498.09024693551254,23
Austria,AUT,"Mar 25, 2020",586.4718422455144,24
Austria,AUT,"Mar 26, 2020",653.7573281222243,25
Austria,AUT,"Mar 27, 2020",780.4450168768876,26
Azerbaijan,AZE,"Dec 31, 2019",0,
Azerbaijan,AZE,"Jan 1, 2020",0,
Azerbaijan,AZE,"Jan 2, 2020",0,
Azerbaijan,AZE,"Jan 3, 2020",0,
Azerbaijan,AZE,"Jan 4, 2020",0,
Azerbaijan,AZE,"Jan 5, 2020",0,
Azerbaijan,AZE,"Jan 6, 2020",0,
Azerbaijan,AZE,"Jan 7, 2020",0,
Azerbaijan,AZE,"Jan 8, 2020",0,
Azerbaijan,AZE,"Jan 9, 2020",0,
Azerbaijan,AZE,"Jan 10, 2020",0,
Azerbaijan,AZE,"Jan 11, 2020",0,
Azerbaijan,AZE,"Jan 12, 2020",0,
Azerbaijan,AZE,"Jan 13, 2020",0,
Azerbaijan,AZE,"Jan 14, 2020",0,
