STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,City,Country,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72314013881,01/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,44.9,24,28.6,24,1013.4,24,985.7,24,10,24,5.1,24,9.9,999.9,57.9, ,32, ,0,G,999.9,0
72314013881,02/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,45.3,24,32.3,24,1016.6,24,988.8,24,9.9,24,5.3,24,8,999.9,55.9, ,32, ,0,G,999.9,10000
72314013881,03/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,48.5,24,46.1,24,1013.7,16,986,24,4.3,24,2.8,24,8,999.9,55.4,*,46,*,0.42,G,999.9,110000
72314013881,04/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,56.6,24,51.5,24,1009.4,19,982.1,24,6.8,24,7.4,24,19,27,66, ,46, ,0.61,G,999.9,10000
72314013881,05/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,43.5,24,26.7,24,1019.8,24,991.9,24,10,24,7.1,24,15.9,25.1,66, ,33.1, ,0.16,G,999.9,0
72314013881,06/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,46.3,24,26.6,24,1020,24,992,24,10,24,3.6,24,8,999.9,63, ,30, ,0,G,999.9,0
72314013881,07/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,47,24,33.6,24,1017.2,23,989,24,9.2,24,5.8,24,17.1,27,63, ,30, ,0,G,999.9,10000
72314013881,08/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,44.5,24,24.9,24,1024.3,24,996.2,24,10,24,4.3,24,9.9,15,62.1, ,28.9, ,0.09,G,999.9,0
72314013881,09/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,45.3,24,25,24,1034.2,24,5.9,24,10,24,4.4,24,9.9,21,62.1, ,28, ,0,G,999.9,0
72314013881,10/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,50.9,24,35.7,24,1034.3,24,6.2,24,10,24,4.9,24,8.9,999.9,57.9,*,46,*,0,G,999.9,0
72314013881,11/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,62,24,57.3,24,1025.4,17,997.3,24,8,24,10.2,24,21,24.1,70, ,46, ,0.06,G,999.9,10000
72314013881,12/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,66.1,24,57.7,24,1022.3,20,993.9,24,10,24,11.2,24,22,33,72, ,55, ,0.5,G,999.9,10000
72314013881,13/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,62.1,24,59.4,24,1026.6,16,999,24,6.4,24,4.3,24,7,999.9,72, ,59, ,0.2,G,999.9,110000
72314013881,14/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,62.7,24,60.1,24,1023.3,15,996.6,24,6,24,4.7,24,11.1,999.9,64.9, ,61, ,0.72,G,999.9,110010
72314013881,15/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,60.5,24,56.8,24,1021.5,20,994,24,6.2,24,2.7,24,8,999.9,66.2,*,57.9,*,0.17,G,999.9,100000
72314013881,16/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,61.6,24,48.2,24,1022.3,22,994.2,24,10,24,6.6,24,14,22,66, ,55, ,0,G,999.9,0
72314013881,17/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,45.5,24,15.2,24,1033.9,24,5.8,24,10,24,8.3,24,15,18.1,64.9, ,39, ,0,G,999.9,0
72314013881,18/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,41.1,24,21.5,24,1032.6,23,3.9,24,9.3,24,5.7,24,9.9,17.1,48.9, ,37.9, ,0,G,999.9,10000
72314013881,19/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,47.8,24,36.5,24,1015.5,21,987.7,24,7.4,24,7.2,24,13,19,55.9, ,37.9, ,0.15,G,999.9,10000
72314013881,20/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,34.1,24,15.3,24,1024.8,24,996.6,24,10,24,9,24,15,19,55.9, ,27, ,0.01,G,999.9,0
72314013881,21/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,30.4,24,11.3,24,1030.2,24,1.7,24,10,24,9.3,24,13,20,39, ,23, ,0,G,999.9,0
72314013881,22/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,32.8,24,12.3,24,1029.7,24,1.1,24,10,24,7,24,9.9,999.9,46.9, ,23, ,0,G,999.9,0
72314013881,23/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,36.8,24,17.8,24,1027.6,24,999.2,24,10,24,5.9,24,8,999.9,48.9, ,23, ,0,G,999.9,0
72314013881,24/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,46.4,24,37.9,24,1019.7,19,991.7,24,6.5,24,7.9,24,15,20,60.1, ,28, ,0.25,G,999.9,110000
72314013881,25/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,46.5,24,40.4,24,1013.7,19,986.2,24,8.2,24,4.6,24,7,999.9,60.1, ,37.9, ,0.78,G,999.9,10000
72314013881,26/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,40.8,24,27.8,24,1016.3,24,988.3,24,10,24,3.5,24,8,999.9,55.9, ,27, ,0,G,999.9,0
72314013881,27/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,45,24,34.7,24,1012.6,24,984.8,24,10,24,3.8,24,9.9,999.9,55, ,27, ,0,G,999.9,10000
72314013881,28/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,44.9,24,33.6,24,1014.1,24,986.3,24,10,24,3.5,24,8,999.9,57.9, ,30.9, ,0.01,G,999.9,0
72314013881,29/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,43.8,24,30.4,24,1017.5,24,989.6,24,10,24,5.6,24,8.9,999.9,57.9, ,30.9, ,0,G,999.9,0
72314013881,30/01/2020,35.2236,-80.9552,221.9,"CHARLOTTE DOUGLAS AIRPORT, NC US",North Carolina,United States,45.5,24,33.1,24,1020.3,24,992.4,24,10,24,5.6,24,8.9,999.9,53.1, ,36, ,0.01,G,999.9,10000
